"text","likes","comments","shares"
"🔴 The Gaza death toll rises to at least 30,320 Palestinians killed and 71,533 wounded, with 92 killed and 156 wounded in the last 24 hours, reports the Health Ministry. LIVE updates: http://aje.io/jvjm15","648","371","206"
"This teacher in Gaza has set up a tent school to offer displaced Palestinian children an education that would otherwise have stopped due to Israel’s war.","1348","179","264"
"🔴 DEVELOPING: A drone missile targeted a car in central Rafah, critically injuring five Palestinians, including the driver and pedestrians nearby. LIVE updates: http://aje.io/jvjm15","444","233","48"
"🔴 Three people were killed in an Israeli drone strike in southern Lebanon, reports Lebanese security sources. LIVE updates: aje.io/jvjm15","489","227","44"
"From finding love in a smugglers' den to risking everything for a new life, these are the stories of the women braving the Mediterranean.","224","16","27"
"The war on Gaza is a health justice issue, too — #AJOpinion by Fatima Hassan aje.io/tinz4o","668","241","100"
"Palestinians forcibly displaced by Israel’s war on Gaza are holding onto keys from their damaged or destroyed homes as a symbol of one day returning to their land. For many, it’s a tradition that their grandparents started during the Nakba in 1948.","1316","290","317"
"At least 17 people are killed in Israeli attacks on Deir el-Balah and the Jabalia refugee camp as the humanitarian crisis worsens.","462","221","94"
"🔴 DEVELOPING: At least 17 Palestinians were killed and dozens wounded in Israeli air strikes targeting three houses in Deir el-Balah and Jabalia. LIVE updates: http://aje.io/jvjm15","462","159","66"
"🔴 Nicaragua has filed a case at the ICJ against Germany over financial and military aid to Israel amid its war on Gaza. LIVE updates ⤵️","424","179","63"
"🔴 Several nations demand an independent probe into Israeli forces and the 'flour massacre' after 10 Palestinian children in Gaza died from malnutrition and dehydration.Follow our LIVE coverage: aje.io/jvjm15","518","235","89"
"Multiple costs to qualify for work leads, forced product purchases, and a high rate of blockings have stripped their earnings aje.io/q2p2vg","146","22","12"
"From survival training to disaster readiness, people are finding ways to cope with anxiety about the end of the world. Watch the film ➡️ aje.me/apocalypse4","420","35","56"
"Germany’s much lauded ‘memory culture’ is pure, empty, self-congratulatory propaganda — writes Rachael Shapiro for #AJOpinion ⤵️","232","192","36"
"","354","258","88"
"Manuel Rocha, a former career US diplomat, told a federal judge on Thursday that he will plead guilty to charges of working as a spy for communist Cuba for decades. Here is what you need to know aje.io/1x7sc5","174","16","19"
"With votes in more than a dozen states, Super Tuesday is set to be pivotal in the race for the Republican nomination.","116","37","7"
"AI technologies are hailed as cutting-edge, but they risk replicating biases and disparities already in place in our world today, experts warn.","137","47","20"
"Rocha admitted to a four-decade betrayal of the US foreign service as a Cuban mole.","162","16","27"
"Police stations and the international airport have come under attack in the chaos.","248","53","27"
"Israeli troops fired on a crowd of Palestinians racing to pull food off an aid convoy in Gaza, generating a wave of condemnation.","443","254","90"
"Ukraine is doubling down on remote warfare to smash Putin’s power base and ability to fight.","611","299","21"
"Hamas's military wing says seven more captives held in the Gaza Strip have died as a result of Israel’s bombardment of the besieged enclave.","434","357","51"
"“Al-Shabab is a very mobile and sophisticated organisation,” Somalia Deputy Prime Minister Salah Ahmed Jama tells UpFront host Marc Lamont Hill when asked about the country’s fight against the armed group.

🔗 Watch full interview:  https://youtu.be/LkCt5qB-DPs

Find here the study quoted by Marc Lamont Hill: https://ctc.westpoint.edu/somalias-stalled-offensive-against-al-shabaab-taking-stock-of-obstacles/","195","32","37"
"🔴 US President Biden said the US will air-drop aid into Gaza, and will 'pull every stop' to increase the amount of aid getting into the besieged enclave. LIVE updates: aje.io/vizs5","1860","1611","147"
"At least 45 people were killed and dozens injured after a fire raged through a six-storey building in the Bangladeshi capital Dhaka — in pictures aje.io/aokd3j","1283","104","77"
"UN human rights chief Volker Turk said that the apparent deliberate denial of safe access for humanitarian agencies within war-torn Sudan could amount to a war crime aje.io/lxaqfl","257","70","20"
"Elon Musk is suing OpenAI and its CEO, alleging the start-up betrayed its original promise of working to benefit humanity when it forged a multibillion-dollar alliance with Microsoft ⤵️","1110","794","96"
"🔴 The bodies of three more Palestinians killed while waiting for aid near Gaza City on Thursday morning have been recovered, says Gaza’s Health Ministry. LIVE updates ⤵️","487","228","54"
"Russian President Putin has threatened to use nuclear weapons if Western powers send soldiers to within striking distance of Russia. How worried should the world be about this threat? aje.io/5f8ghk","6243","2647","425"
"Russian opposition leader Alexey Navalny’s funeral was held in Moscow on Friday, with large crowds defying fears of arrest to pay their respects.","525","140","142"
"A member of Iran’s Islamic Revolutionary Guard Corps (IRGC) and two other people have been killed in a suspected Israeli attack, Iran’s state news agency IRNA reported.","407","221","30"
"At least eight people have been injured in India’s Bengaluru when a suspected home-made bomb went off inside a popular cafe, officials say ⤵️","191","75","9"
"🔴 Hamas's Qassam Brigades announced that it had confirmed the killing of seven captives in an Israeli bombing of Gaza, following investigations conducted over the past weeks after losing contact with the fighters who had been holding them. LIVE updates: aje.io/vizs5","875","581","56"
"A group of Israeli settlers have built a symbolic house on the border with Gaza, as part of a campaign calling for new settlements on Palestinian land and the ethnic cleansing of the territory.","933","659","380"
"🔴 A member of Iran’s Islamic Revolutionary Guard Corps (IRGC) and two other people have been killed in a suspected Israeli strike in Syria, the Iranian state news agency IRNA reports. LIVE updates ⤵️","361","120","48"
"Iranians are voting for a new parliament in an election marred by frustration over economic woes and restrictions on political and social freedoms ⤵️","244","55","13"
"Hundreds of people attended Alexey Navalny's funeral in Moscow despite the Kremlin warning against protests — in pictures aje.io/pwqeco","592","125","36"
"Thousands of mourners and protesters gathered at the funeral of Jawad al-Barouki, a protester who was shot and killed by the Syrian regime in Southern Syria's Sweida aje.io/5h1fvu","292","53","26"
"At least 46 people have died after a massive fire spread through a multi-storey building housing restaurants in Dhaka. The cause of the fire is still under investigation.","2319","99","128"
"French authorities have called for an independent inquiry into the killing of more than 100 Palestinians who were collecting food aid in northern Gaza, as global outrage against Israel’s attack intensifies aje.io/u3fw0q","984","324","221"
"🟠 The voting for Iran’s parliamentary and Assembly of Experts elections has been extended by at least two hours. LIVE updates: aje.io/ztvr7","302","53","9"
"🔴 The World Health Organisation (WHO) says Palestinians in Gaza are risking their lives to find food, water, and other supplies due to the extreme levels of hunger and despair caused by Israel's war on the besieged Strip. LIVE updates: aje.io/vizs5","651","208","90"
"Kenya and Haiti have signed a 'reciprocal' agreement to deploy police from the East African country to lead a UN-backed law and order mission in the gang-riven Caribbean nation ⤵️","266","73","13"
"""A genocidal act.""
Alexis Deswaef, lawyer and vice president of the International Federation for Human Rights (FIDH), says the mass shooting of Palestinians seeking aid affirms that Israel is not complying with the ICJ interim measures on preventing acts of genocide.","436","103","150"
"🔴 German Foreign Minister Annalena Baerbock says she is 'shocked' by the killings of aid-seeking Palestinians at the hands of the Israeli forces in Gaza. LIVE updates: aje.io/vizs5","1407","588","139"
"""We live in a constant state of fear.""
Reeling from successive crises, the people of Lebanon's Sidon worry that the next one could come in the form of Israeli bombs aje.io/e6ss3q","417","133","40"
"The UN began pulling peacekeepers out of the Democratic Republic of the Congo (DRC), moving to end a 25-year presence amid rising violence in the east of the long-troubled African nation. — in pictures aje.io/3tqvko","382","130","30"
"A large crowd was filmed chanting the name of Alexey Navalny as his body was carried into church for his funeral in Moscow. Hundreds of mourners gathered outside to pay their respects to the Russian opposition leader who died in prison recently.","716","208","186"
"""Keir Starmer, this is for Gaza."" UK politician George Galloway has registered a landslide win in the Rochdale parliamentary by-election on a platform promising to advocate for Gaza aje.io/lg6ba6","6473","581","452"
"🟠 Hossein Dehghan, a former defence minister and current defence affairs adviser to Khamenei, says the elections are key to expressing the people’s will to shape their future. LIVE updates: aje.io/ztvr7","249","47","8"
"A US senator says such a claim is ‘laughable’ and calls on President Joe Biden to seek permission for strikes from Congress.","361","203","41"
"🔴 The location of where food aid would be delivered in north Gaza was shared with Israeli forces before the shooting that killed at least 112 Palestinians, says Muhammad Ahmad, a trustee from a charity that delivered food aid to Gaza. LIVE updates: aje.io/vizs5","563","207","179"
"US Defence Secretary Lloyd Austin’s estimate, in answer to a question by a congressman, is the highest-level acknowledgement of Gaza’s huge death toll aje.io/qh5196","3486","1056","530"
"🟠 Voting began at 8am (04:30 GMT) and is scheduled to last for 10 hours, but it can also be extended. After polls close, ballots will mostly be counted manually so the final result may not be announced for three days. LIVE updates: aje.io/ztvr7","162","20","5"
"AJ EXCLUSIVE: An elite EU-trained Senegalese police unit was meant to tackle cross-border crime. Instead it was used to quash a popular movement, an Al Jazeera investigation has found aje.io/tg4skh","314","56","37"
"🔴 At least one person has been killed and several others wounded after an Israeli air attack targeted a house in Rafah City, southern Gaza, report Al Jazeera correspondents. LIVE updates: aje.io/vizs5","428","166","35"
"🟠 Around 250,000 security personnel have been dispatched across Iran to ensure that nothing disrupts the election process, according to the Interior Ministry. LIVE updates: aje.io/ztvr7","352","124","10"
"""Israel knows it has the license to kill as many Palestinians as it wants to, whenever it wants to, for as long as it wants to... and 'the international community' is not going to do a tangible thing to stop it."" — #AJOpinion by Andrew Mitrovica ⤵️","540","308","147"
"Two Canadian doctors who treated patients in Gaza say the world needs to wake up and put an end to Israel’s war. They spoke to Al Jazeera about their time in the besieged enclave and their plans to use their experiences to pressure gov'ts to call for a permanent ceasefire ⤵️","939","198","238"
"🔴 Four more Palestinian children have died of starvation and dehydration in the north of the besieged enclave, says Gaza's Health Ministry. LIVE updates: aje.io/vizs5","600","178","130"
"At least 112 Palestinians have been killed and more than 750 wounded after Israeli forces opened fire on hundreds waiting for food aid southwest of Gaza City. Here is what we know ➡️ aje.io/j8rjev","568","255","252"
"🟠 Voters are also due to elect the 88-member Assembly of Experts, a key body that appoints the supreme leader, a post held by 84-year-old Ayatollah Ali Khamenei since 1989. LIVE updates: aje.io/ztvr7","202","25","6"
"Palestinian ambassador to the UN, Riyad Mansour, called on the Security Council to say “enough is enough” and establish a ceasefire in Gaza to prevent further massacres after Israeli forces killed more than 100 Palestinian aid seekers.","881","280","161"
"🔴 Israel has yet to provide intelligence documents to a UN investigation into Israeli claims that around a dozen UNRWA staff were involved in the Hamas-led October 7 attacks, reports the DPA news agency. LIVE updates: aje.io/vizs5","448","330","84"
"A massive blaze in a six-storey shopping mall in the Bangladeshi capital, Dhaka, has killed at least 45 people and wounded dozens more.","676","44","39"
"🟠 Voters in Iran head to the polls to select members of parliament where more than 15,000 candidates are vying for 290 seats in a major test for the gov't. Follow our LIVE coverage: aje.io/ztvr7","510","87","22"
"At least 112 Palestinians were killed after waiting for much-needed aid in Gaza.","496","319","168"
"🔴 Israel's war on Gaza continues as countries and rights organisations condemn Israel's mass shooting of more than 100 Palestinian aid seekers in the besieged enclave's north. Follow our LIVE coverage: aje.io/vizs5","455","280","99"
"People dining out and shopping suffocated or jumped to their deaths as firefighters battled for hours to douse the flames.","366","25","23"
"As more and more Chinese seek asylum in the US, 101 East investigates the challenges they face after entering America and meets those appearing to exploit new arrivals. Watch the full film: aje.io/theroute2","104","21","17"
"Directive 24 also urges officials to push back against foreign influence, The 88 Project says.","119","5","6"
"Directive 24 also urges officials to push back against foreign influence, The 88 Project says.","83","4","2"
"","194","48","3"
"","706","441","199"
"New Zealand officials hoped French Polynesia and New Caledonia would respond to security deal, documents suggest.","162","24","13"
"Only 294 of some 9,000 doctors who staged a mass walkout over government reforms have resumed work at their hospitals.","182","12","21"
"The latest sanctions, coinciding with the anniversary of the Ukraine war, touch New Delhi, Beijing for the first time.","298","79","21"
"","896","704","70"
"More than 100 killed and about 750 wounded after Israeli forces fired at Palestinians trying to get flour for their families as famine stalks the Strip.","659","361","340"
"The toll in the Palestinian enclave mounts as Israel hampers aid delivery in Gaza amid deteriorating humanitarian crisis.","407","133","89"
"The announcement comes a day after heavy gunfire erupts in N’Djamena near the headquarters of Yaya Dillo’s party.","178","16","14"
"Two weeks ahead of the presidential election, the Russian leader says his troops won’t back down in Ukraine.","560","288","51"
"At least one person has died in the Smokehouse Creek fire, as firefighters struggle to contain the blaze.","295","125","43"
"The shooting of Maria de Fatima Muniz has renewed attention towards Indigenous attempts to reclaim ancestral territory.","134","4","20"
"Opposition party members have been killed or injured as the ruling military government continues a crackdown.","124","16","9"
"African Americans say the annual commemoration obscures dark truths about Black life.","171","57","20"
"""Muslim activism that is still rooted in the framework of Western imperial ideology and political theory is not sufficient. We must authentically articulate our approach on a theoretical and practical level."" — #AJOpinion by Shaykh M A Kholwadia ⤵️","280","166","15"
"","276","88","31"
"Leaders from Palestine and neighbouring countries speak out against the ‘massacre’ of more than 100 people seeking aid.","457","190","99"
"Israeli forces have killed more than 100 Palestinians waiting to collect desperately needed food aid in northern Gaza. Here’s what you need to know ⤵️","3712","952","1668"
"NASA and international partners want to have a lunar base before the end of the decade, which will most likely partly use nuclear reactors. Long a controversial energy source, nuclear power is facing a renaissance in space aje.io/ktpqsf","210","86","26"
"Ukrainian forces in the east struggled to find stable new defences during the past week, as Russian troops continued to advance after capturing Avdiivka ⤵️","499","198","24"
"Israel’s massacre of hungry Palestinians waiting for food aid in Gaza was ‘state-sponsored terror’, says Al Jazeera’s Senior Political Analyst Marwan Bishara.","1248","383","360"
"There were desperate scenes at a hospital in north Gaza where dozens of casualties arrived after the Israeli massacre of Palestinians waiting for food aid. The hospital’s director described the critical situation staff were facing.","1176","278","346"
"During the Israeli attacks on Gaza in July 2014, Palestinian cameraman Khaled Hamad filmed the air raids on Shujayea, ultimately giving his life to capture Israel's bombing of civilians. Khaled’s camera tragically filmed the moment when he and paramedic Fouad Jaber came under fatal attack.

Watch the full film, Gaza: The Last Picture: https://aje.me/lastpicture","1249","260","284"
"Russia has launched an Iranian-made research satellite into orbit amid rising tensions with the West.","956","321","62"
"Australia’s spy chief is facing calls to name a former politician accused of having “sold out” the country to a foreign power.","233","26","17"
"“It became evident to me that I had a responsibility to do something.”
25-year-old filmmaker Ayo Tsalithaba withdrew their short film from the Berlin Film Fetival in protest of the German gov't suppression of Palestinian solidarity voices.","478","116","77"
"🔴 BREAKING: The death toll of Palestinians killed by Israeli forces while waiting for food aid in Gaza has risen to 81 with about 700 people wounded, Gaza’s Health Ministry says. LIVE updates: http://aje.io/ifmorn","4129","1131","764"
"🔴 Israeli police forces are deployed in large numbers at the Nitzana crossing with Gaza to prevent settlers from obstructing the entry of humanitarian aid to the besieged enclave, the Israeli police said in a post on X. LIVE updates ⤵️","711","251","323"
"🔴 At least 30,035 people have been killed and 70,457 wounded by Israeli attacks in Gaza since October 7, according to the health ministry in the besieged enclave. LIVE updates ⤵️","458","166","179"
"Israel’s declared objectives in this current war are self-defence and the elimination of Hamas.  But could there be other geopolitical goals at play?","817","249","245"
"“I miss my crayons. I miss my friends and schoolbooks.” Every day, 11-year-old Karem goes out to queue for six hours to get two gallons of dirty water for his family.","500","188","98"
"The US state of Texas battles its second-largest wildfire on record — in pictures aje.io/cy6oqg","2088","393","176"
"🔴 BREAKING: Palestinian Health Ministry has updated the death toll of Palestinians killed while waiting for food aid to 77. LIVE updates: http://aje.io/ifmorn","672","245","102"
"🔴 Hospitals in northern Gaza are struggling to cope with the massive influx of dead and wounded coming in from the attack on group waiting for food delivery, says Al Jazeera's Ismail al-Ghoul. LIVE updates ⤵️","511","230","208"
"Dozens of Palestinians have been killed or wounded after being shot while waiting for aid in northern Gaza. At least one empty aid truck was used to transport casualties to a nearby hospital.","4700","850","1428"
"""Enlightened Americans are no longer willing to tolerate the egregious status quo by opting, as expected, for the 'lesser of two evils'."" — #AJOpinion by Andrew Mitrovica ⤵️","263","80","32"
"India’s Reliance Industries and Walt Disney of the US have announced the merger of their India TV and streaming media assets, creating an $8.5bn entertainment powerhouse.","215","77","15"
"🔴 Israel’s Supreme Planning Council will meet next Wednesday to approve the construction of thousands of housing units in Israeli settlements across the occupied West Bank. LIVE updates: http://aje.io/ifmorn","831","332","106"
"🔴 Palestinians who witnessed a deadly Israeli attack on a group of people waiting for food aid say it is a “crime” that they are being subjected to violence while simply trying to feed their families. LIVE updates: aje.io/ifmorn","506","203","115"
"Government blamed ‘human error’, but protesters point to decades of mismanagement and neglect.","109","16","9"
"Senegal has been thrown into crisis since the president attempted to push the February 25 elections till December.","132","6","7"
"India’s entertainment market is already one of the world’s biggest, with the merger expected to further shake up the multibillion-dollar industry.","240","38","17"
"More than 1.1 million people applied for asylum in the bloc in 2023, just under the levels of the 2015 refugee crisis.","163","123","14"
"For decades, humans skills alone enabled dispute resolution. Now, AI could help, say experts. But risks loom too.","185","57","11"
"The number of Palestinians killed in Israel’s war on Gaza is nearing 30,000 while children are suffering from malnutrition and dehydration.","325","145","48"
"The 52-year-old becomes the first person to be killed by pro-government forces since the protests began in August.","148","29","12"
"While ex-PM Shehbaz Sharif of the PMLN-PPP alliance is a frontrunner, independents backed by Imran Khan’s PTI hope to clinch a surprise.","202","50","7"
"One MP has been suspended for suggesting that London’s mayor was being controlled by ‘Islamists’.","173","110","13"
"Journalists urge governments to allow them into the enclave through the Rafah crossing in southern Gaza.","402","193","49"
"Security forces surround main opposition party’s headquarters following clashes near Chad’s internal security agency.","152","26","9"
"President Joko Widodo honours likely election winner, but rights groups say move embarrasses army given his controversial past.","146","26","9"
"Senior official Basem Naim says there is ‘space for flexibility’, but Hamas wants guarantee of a total ceasefire and the withdrawal of Israeli troops.","286","207","35"
"Pro-Russian rebels hint at a referendum, a move Moldova has dismissed as meaningless propaganda.","231","94","10"
"The 82-year-old Kentucky lawmaker is the longest-serving Senate leader in history.","171","25","13"
"Former president barred from appearing on Republican presidential primary ballot over his role in US Capitol attack.","414","162","26"
"Widow of the Russian opposition leader unsure whether his funeral will pass off peacefully after Russia blocked memorial service plans.","221","62","8"
"New government pledges to keep up ‘special’ relationship with Taiwan, ending speculation it may switch diplomatic recognition to China.","131","5","4"
"Rights activists condemn the law that would punish LGBTQ people as well as those who promote gay rights with years in prison.","510","274","26"
"South Korea has the lowest fertility rate in the world, with the population expected to halve by 2100.","139","32","6"
"Top court agrees to decide whether former President Donald Trump can be prosecuted on charges he interfered with the 2020 election.","157","55","5"
"A Palestinian man collecting aid in Gaza City was reportedly shot and found on the ground beside a bag of flour, after locals say Israeli forces opened fire on the crowd.","1136","313","339"
"🔴 New Zealand's government has designated the entirety of the Hamas organisation as a terrorist group, the country’s Ministry of Foreign Affairs has announced. LIVE updates⤵️ ","368","258","51"
"🔴 “Since Monday, we have received three deliveries including 1,500 sacks of wheat flour."" Trucks carrying humanitarian aid from Indonesian charity MER-C have entered the Gaza Strip, as reported by Indonesian volunteers on the ground. LIVE updates: aje.io/ifmorn","379","73","31"
"🔴 The death toll in Israel’s war on Gaza approaches 30,000, with 76 Palestinians killed between Tuesday afternoon and Wednesday morning, according to Gaza’s Ministry of Health. LIVE updates: aje.io/ifmorn","679","177","141"
"Mitch McConnell, the longest-serving Senate leader at 82, announces plans to step down as Republican leader in November, aiming to complete his Senate term through to January 2027.","265","59","35"
"🔴 Israeli air strikes have killed at least 25 Palestinians in the Nuseirat and Bureij camps in central Gaza tonight, reports the Palestinian Wafa news agency. LIVE updates: aje.io/ifmorn","376","174","66"
"A judge ruled that a new law granting immunity for many offenses during Northern Ireland's decades of sectarian violence violates human rights aje.io/fqzpkx","184","29","29"
"🔴 DEVELOPING: Three more Palestinian children have died at Kamal Adwan Hospital, bringing the total number of children who have died due to malnutrition to seven, reports Director Ahmed al-Kahlout. LIVE updates: http://aje.io/ifmorn","481","141","97"
"🔴 Two hospitals in northern Gaza are without fuel to power generators as they care for children in 'critical condition' due to malnutrition and dehydration.LIVE updates: aje.io/ifmorn","314","84","63"
"🔴 Doctors Without Borders warns that Gaza’s whole healthcare system is collapsing as Israel continues to intensify its attacks.Follow our LIVE coverage: aje.io/ifmorn","250","73","55"
"In the key US swing state of Michigan, activists supporting Palestine have declared victory in their campaign to send a message to President Biden regarding the war on Gaza.","1147","220","159"
"Six Palestinian children have died from dehydration and malnutrition at hospitals in northern Gaza, the Health Ministry reports ","307","115","81"
"Under President Javier Milei, Argentina's government has cut funds to community kitchens, sparking mass protests.","125","24","14"
"🔴 Democratic Congresswoman Madeleine Dean, just back from visiting Israel and the Palestinian territories, adds her voice to those urging an end to the war on Gaza. LIVE updates: aje.io/wsayld","1586","305","290"
"Yulia Navalnaya warned the European Parliament about Russian President Vladimir Putin, blaming him for her husband Alexey Navalny's death and demanding accountability.","439","162","66"
"🔴 DEVELOPING: Israeli attacks targeting Lebanon's villages of Siddikine and Kafra have killed two people and injured multiple, reports Lebanon’s official National News Agency.","543","276","45"
"In a Michigan city with a significant Arab American community, US President Joe Biden came second in the Democratic primaries, in a vote hailed as 'groundbreaking' http://aje.io/wtstpk","715","233","74"
"🔴 The Syrian Defence Ministry says Israel launched an air attack from the occupied Golan Heights, targeting areas in the Damascus countryside. LIVE updates ⤵️","386","202","81"
"“Actions that were once unthinkable are now commonplace. Hospitals under fire. Houses of worship destroyed. Civilians killed with white flags at hand.”

Queen Rania of Jordan delivers a speech at the Web Summit Qatar discussing the impact of Israel's war on Gaza.","370","88","110"
"Ukrainian Member of Parliament Lesia Vasylenko and journalist Aaron Mate debate on the motivations behind #Russia's invasion of #Ukraine and the far-reaching consequences unfolding in the ongoing #Russia_Ukraine_war.

🔗 Watch full show: http://youtu.be/iB9uyAEEVZg","175","71","35"
"Hundreds of Palestinian children in Gaza are trying to sell what they can on the street to earn money to survive amid rising levels of malnutrition, disease and Israeli air attacks ⤵️","981","296","214"
"From the hunger crisis in Gaza to 2 mayoral candidates killed in the Mexican city of Maravatio, here are your daily #AJNewsUpdates ⤵️

For more, subscribe and listen on all podcast platforms 🎧","175","30","20"
"🔴 BREAKING: Four Palestinian children die of extreme dehydration and malnutrition at the Kamal Adwan Hospital in north Gaza, says health ministry.
LIVE updates: aje.io/3gl9c0","2918","624","437"
"A Swedish MEP spent most of her allotted speaking time at an EU parliamentary session in silence to protest Israel’s war on Gaza, before saying there were “no more words to speak about what’s going on in Gaza.”","11863","713","2177"
"People across the US have been holding vigils for Aaron Bushnell, the airman who died after setting himself on fire to protest against Israel’s war on Gaza. Here’s what we know about him ⤵️","4805","945","1276"
"After a decade of investment, US tech giant Apple has reportedly pulled the plug on its electric car project to shift employees to the burgeoning AI sector aje.io/4bje9d","877","168","128"
"State Department spokesman Matthew Miller was telling reporters the US ‘doesn’t dictate to any country what it must do’, when a reporter’s reply caused laughter in the press briefing room.","890","309","194"
"Former Colombian paramilitary leader Salvatore Mancuso has been repatriated after serving a drug trafficking sentence in the US.","215","12","10"
"A UK-registered cargo ship can be seen partially submerged in the Red Sea after it was hit in an attack by Yemen’s Houthis.","1613","320","169"
"“Are the lives of a few hundred Ukrainians worth a crab or salmon?” After Russia invaded Ukraine, its seafood industry thrived.","212","52","13"
"Palestinians rush into the sea as aircraft drop aid into Gaza — in pictures https://aje.io/0we8w9","6421","815","573"
"China has heralded historically strong relations with Russia as it called for the pair to coordinate on security, stability, and development in the Asia-Pacific region.","767","232","51"
"“I’m anti-Zionist and anti-racist, and I wanted it to be clear that I was wrongly dismissed.” Academic David Miller discusses what his victory at the UK Employment Tribunal means for Palestine solidarity campaigners across Britain.","738","97","245"
"🔴 The Israeli military has claimed that a convoy of 31 humanitarian aid trucks brought food into the northern Gaza Strip overnight. LIVE updates: aje.io/7xyxh0","500","251","34"
"After Israel’s war on Gaza broke out on October 7, many airlines suspended their flights to Israel. So which airlines have resumed flights?","292","119","23"
"An unprecedented number of Chinese asylum seekers are crossing into the US via a dangerous route through Latin America. Jackson Wang says he and his young family nearly lost their lives on the journey. Watch the full film: aje.io/theroute","149","49","18"
"'We have experienced the full severity of Germany’s crackdown on pro-Palestinian activism. We know it is not about historic guilt.' — #AJOpinion by Omar Sabbour & Students for Palestine ⤵️","383","180","60"
"""Why is depriving one child of food a crime, but starving 1 million Gazan children an acceptable outcome of war?"" Queen Rania of Jordan speaks at Web Summit Qatar about how social media both amplifies and censors Palestinian voices during Israel's war on Gaza.","1017","272","372"
"🔴 Gaza’s al-Awda Hospital had to cancel all surgical operations after two of its operating rooms were “targeted and destroyed”, according to its acting director Mohamed Salha. LIVE updates ⤵️","463","149","81"
"🔴 Children in Gaza are on the brink of starvation while food aid sits just across the border, warns Alexandra Saieh of Save the Children. LIVE updates: http://aje.io/7xyxh0","404","202","130"
"🔴 19 more Palestinians have been arrested as Israeli forces stormed the town of Yatta, east of Hebron in the occupied West Bank. LIVE updates: http://aje.io/7xyxh0","344","167","50"
"Held in the Middle East for the first time, the technology conference aims to connect entrepreneurs with investors from around the world.","208","32","18"
"Israel and Hamas played down chances of a breakthrough in ceasefire talks soon, a day after US President Joe Biden said it was imminent.","258","127","23"
"The number of airlines flying into the country has crawled back up to 45, from a low of just seven in December.","247","121","14"
"","316","110","8"
"Moscow court finds veteran human rights advocate who spoke out against the war in Ukraine guilty of discrediting armed forces.","309","152","17"
"While some members of the community back the Houthis’ attempt to take on the West and Israel over Gaza, many also worry a wider conflict could unfold.","298","112","22"
"Bashar Murad said he wants to use his song to ‘illustrate’ the difficulties Palestinians face in order to be heard.","2211","704","186"
"The series of attacks revives fears that the war in Gaza could escalate across the region.","298","104","26"
"The Syrian government calls upon high-precision, low-cost drones to target rebel and civilian personnel and infrastructure.","214","26","19"
"Hamas has not commented on the proposed deal yet, but has decried international failure to get humanitarian aid into Gaza.","369","228","15"
"","209","71","23"
"Coming amid attacks on refineries, ban is intended to avert shortages and spiking prices on the domestic market.","260","42","16"
"Prosecutors say Riad Salameh, the bank’s governor from 1993 to 2023, is being investigated for money laundering and other crimes.","124","6","11"
"Art Not Genocide Alliance says that any works that represent Israel are an ‘endorsement of its genocidal policies’ in Gaza.","461","105","51"
"Revised law requires government agencies to protect pieces of information ‘that are not state secrets but will cause certain adverse effects if leaked,’ state media says.","133","8","8"
"Company to try raising and lowering prices throughout the day based on demand, prompting backlash.","355","115","34"
"Warning comes as Israeli forces again opened fire on Palestinians waiting for food aid in northern Gaza.","360","102","84"
"Israelis cast votes to choose mayors and local council members, yet a low turnout reflects the divided opinions regarding the war on Gaza aje.io/l2dqxv","287","91","32"
"Media projections declare US President Joe Biden the winner of the Democratic presidential primary in Michigan despite early counts revealing significant opposition due to his support for Israel's war on Gaza.","179","90","14"
"🔴 Palestinian children search through rubble for food in Maghazi refugee camp. LIVE updates: aje.io/7xyxh0","565","140","108"
"Brazil grapples with the enduring impact of deforestation and exploitation in its internationally renowned Amazon rainforest aje.io/oymflx","146","17","17"
"🔴 The IDF says it has conducted further air strikes against Hezbollah's “military buildings and terrorist infrastructures"" in the communities of A-Taiba, Beit Leaf, Tzadikin and Khirbat Selem in southern Lebanon. LIVE updates: https://aje.io/7xyxh0","310","131","29"
"Italy’s highest court has blocked the country’s vessels from returning refugees and migrants to Libya, widening the gap between the courts and parliament.","206","25","21"
"🔴 Gaza’s Ministry of Health says 96 Palestinians were killed and 172 wounded over the past 24 hours, in its most recent daily update.LIVE updates ⤵️","277","118","71"
"🔴 US President Biden has renewed his call for legislators to approve a $14bn foreign aid bill to assist Ukraine, Taiwan, and to ‘help Israel defend itself against Hamas.’ LIVE updates: http://aje.io/7xyxh0","787","368","75"
"🔴 Humanitarian organisations report ""systemic denial"" of access to both north and south Gaza, with aid convoys coming under Israeli gunfire. Follow our LIVE coverage: http://aje.io/7xyxh0","206","51","58"
"Children in Kharkiv are now being taught in underground schools inside metro stations, to stay safe from Russian airstrikes. The Ukrainian city has been one of Russia’s main bombing targets since the war began.","294","88","54"
"Growing outrage over Biden's support for Israel's war on Gaza leads Arab-American and Muslim voters to vow to stay away from the polls in the upcoming election aje.io/rxx6g1","416","292","69"
"🔴 UN humanitarian affairs chief Ramesh Rajasingham warns that a quarter of Gaza's population, around 576,000 Palestinians, are on the edge of famine. LIVE updates: http://aje.io/37u5yd","297","85","83"
"Bashar Murad, a Palestinian singer based in Jerusalem, could represent Iceland in the Eurovision Song Contest if he wins selection on Saturday.","5605","998","616"
